"16cell_1-10" "4cell_2-2" "8cell_1-4" "early2cell_0-2" "earlyblast_3-12" "late2cell_5-2" "lateblast_1-10" "mid2cell_0-1" "midblast_1-12" "zy1"
"Mir148b" 0 0 0 0 0 0 0 0 1 0
"Mir149" 0 0 0 0 0 0 0 0 0 0
"Mir150" 0 0 0 0 1 0 0 0 0 0
"Mir152" 0 0 0 0 0 0 0 0 0 0
"Mir153" 0 0 0 0 0 0 0 0 0 0
"Mir154" 0 0 0 0 0 0 0 0 0 0
"Mir155" 0 0 0 0 0 0 0 0 0 0
"Mir15a" 0 0 0 0 0 0 0 0 0 0
"Mir15b" 0 0 0 0 0 0 0 0 0 0
"Mir16-1" 0 0 0 0 0 0 0 0 0 0
"Mir16-2" 0 0 1 0 0 0 0 0 1 0
"Mir17" 0 0 0 0 0 0 0 0 0 0
"Mir17hg" 373 71 37 0 0 1837 547 21 9 0
"Mir18" 0 0 0 0 0 0 0 0 0 0
"Mir181a-1" 0 0 0 0 0 0 0 0 0 0
"Mir181a-2" 0 0 0 0 0 0 0 0 0 0
"Mir181b-1" 0 0 0 0 0 1 0 0 0 0
"Mir181b-2" 0 0 0 0 0 0 0 0 0 0
"Mir181c" 0 0 0 0 0 0 0 0 0 0
"Mir181d" 0 0 0 0 0 0 0 0 0 0
"Mir182" 0 0 0 0 0 0 0 0 0 0
"Mir183" 1 0 0 0 0 2 0 0 0 0
"Mir1839" 0 0 0 0 0 0 0 0 0 0
"Mir184" 0 0 0 0 0 0 0 0 0 0
"Mir1843" 0 0 0 0 0 1 0 0 0 0
"Mir1843b" 0 0 0 0 0 0 0 0 0 0
"Mir185" 0 0 0 0 0 0 0 0 0 0
"Mir186" 1 0 0 0 0 0 0 0 5 0
"Mir187" 0 0 0 0 0 0 0 0 0 0
"Mir188" 0 0 0 0 0 0 0 0 0 0
"Mir1892" 0 0 0 0 0 0 0 0 0 0
"Mir1893" 0 0 0 0 0 0 0 0 0 0
"Mir1894" 0 0 0 0 0 0 0 15 0 0
"Mir1895" 0 0 0 0 0 0 0 0 0 0
"Mir1896" 0 0 0 0 0 0 0 0 0 0
"Mir1897" 0 0 0 0 0 0 0 0 0 0
"Mir1898" 0 0 0 0 0 0 0 0 31 0
"Mir1899" 0 0 0 0 0 0 0 0 0 0
"Mir18b" 0 0 0 0 0 0 0 0 0 0
"Mir190" 0 0 0 0 0 0 0 0 0 0
"Mir1900" 0 0 0 0 0 0 0 0 0 0
"Mir1901" 0 0 0 0 0 0 0 0 0 0
"Mir1902" 0 0 0 0 0 0 0 0 0 0
"Mir1903" 0 0 0 0 0 0 0 0 0 0
"Mir1904" 0 0 0 0 0 0 0 0 0 0
"Mir1905" 0 0 0 0 0 0 0 0 0 0
"Mir1906-1" 0 0 0 0 0 0 0 0 0 0
"Mir1906-1|Mir1906-2" 0 0 0 0 0 0 0 0 0 0
"Mir1906-2" 0 0 0 0 0 0 0 0 0 0
"Mir1907" 0 0 0 0 1 0 0 0 0 0
"Mir190b" 0 0 0 0 0 0 0 0 0 0
"Mir191" 0 0 0 0 0 0 0 0 0 0
"Mir1912" 0 0 0 0 0 0 0 0 0 0
"Mir192" 0 0 0 0 0 0 0 0 0 0
"Mir1929" 0 0 0 0 0 0 0 0 0 0
"Mir193" 0 0 0 0 0 0 0 0 0 0
"Mir1930" 0 0 0 0 0 0 0 0 0 0
"Mir1931" 0 0 0 0 1 0 0 0 0 1
"Mir1932" 0 0 0 0 0 0 0 0 0 0
"Mir1933" 0 0 0 0 0 0 0 0 0 0
"Mir1934" 0 0 0 0 0 0 0 0 0 0
"Mir1936" 0 0 0 0 0 0 0 0 0 0
"Mir1938" 0 0 0 0 0 0 0 0 0 0
"Mir193b" 0 0 0 0 0 0 0 0 0 0
"Mir194-1" 0 0 0 0 0 0 0 0 0 0
"Mir194-2" 0 0 0 0 0 1 0 0 0 0
"Mir1940" 0 0 0 2 0 3 0 0 0 6
"Mir1941" 0 0 0 0 1 0 0 0 0 0
"Mir1942" 0 0 0 0 0 0 0 0 0 0
"Mir1943" 0 0 0 0 0 0 0 0 0 0
"Mir1945" 0 0 0 0 0 0 0 0 0 0
"Mir1946a" 0 0 0 0 1 0 0 0 0 0
"Mir1947" 0 0 0 0 0 0 0 0 0 0
"Mir1948" 0 0 0 0 0 0 0 0 0 0
"Mir1949" 33 1 0 0 0 6 33 0 19 0
"Mir195" 0 0 0 0 0 0 0 0 0 0
"Mir1951" 0 0 0 0 0 0 0 0 0 0
"Mir1952" 0 0 0 0 0 0 0 0 0 0
"Mir1953" 0 0 0 0 0 0 0 0 0 0
"Mir1955" 0 0 0 0 0 0 0 0 0 0
"Mir1956" 0 16 0 0 0 94 0 8 0 22
"Mir1960" 0 0 0 0 0 0 0 0 0 0
"Mir1961" 0 0 0 0 0 0 0 0 0 0
"Mir1962" 0 0 0 0 0 0 0 0 0 0
"Mir1963" 0 0 0 0 0 0 0 0 0 0
"Mir1964" 0 0 0 0 0 0 0 0 0 0
"Mir1965" 0 0 0 0 0 0 0 0 0 0
"Mir1966" 0 0 0 0 0 0 0 0 0 0
"Mir1967" 0 0 0 0 0 0 0 16 0 0
"Mir1968" 0 0 0 0 0 0 0 0 0 0
"Mir1969" 0 0 0 0 0 0 0 0 0 0
"Mir196a-1" 0 0 0 0 0 0 0 0 0 0
"Mir196a-2" 0 0 0 0 0 0 0 0 0 0
"Mir196b" 0 0 0 0 0 0 0 0 0 0
"Mir1971" 0 0 0 0 0 0 0 0 0 0
"Mir1981" 0 0 0 0 0 0 1 0 0 0
"Mir1982" 0 0 2 3 0 76 0 47 20 0
"Mir1983" 0 0 0 0 0 0 0 0 0 0
"Mir199a-1" 0 0 0 0 0 0 0 0 0 0
"Mir199a-2" 0 0 0 0 0 0 0 0 0 0
"Mir199b" 0 0 0 0 0 0 0 0 0 0
"Mir19a" 0 0 0 0 0 0 0 0 0 0
"Mir19b-1" 0 0 0 0 0 0 0 0 0 0
"Mir19b-2" 0 0 0 0 0 0 0 0 0 0
"Mir1a-1" 0 0 0 0 0 0 0 0 0 0
"Mir1a-2" 0 0 0 0 0 0 0 0 0 0
"Mir1b" 0 0 0 0 0 0 0 0 0 0
"Mir200a" 0 0 0 0 0 0 0 0 0 0
"Mir200b" 0 0 0 0 0 0 0 0 0 0
"Mir200c" 0 0 0 0 0 0 0 0 0 7
"Mir201" 0 0 0 0 0 0 0 0 0 0
"Mir202" 0 0 0 0 0 0 0 0 0 0
"Mir203" 0 0 0 0 0 0 0 0 0 0
"Mir204" 0 0 0 0 0 0 0 0 0 0
"Mir205" 0 0 0 0 0 0 0 0 0 0
"Mir206" 0 0 0 0 0 0 0 0 0 0
"Mir207" 0 0 0 0 0 0 0 0 0 0
"Mir208a" 0 0 0 0 0 0 0 0 0 0
"Mir208b" 0 0 0 0 0 0 0 0 0 0
"Mir20a" 0 0 0 0 0 0 0 0 0 0
"Mir20b" 0 0 0 0 0 0 0 0 0 0
"Mir21" 0 0 0 0 0 0 0 0 0 0
"Mir210" 0 0 0 0 0 0 0 0 0 0
"Mir211" 0 0 0 0 0 0 0 0 0 0
"Mir212" 0 0 0 0 0 0 0 0 0 0
"Mir2136" 0 0 0 0 0 0 0 0 0 0
"Mir2137" 0 0 0 0 0 0 0 0 0 0
"Mir214" 0 0 0 0 0 0 0 0 0 0
"Mir215" 0 0 0 0 0 0 0 0 0 0
"Mir216a" 0 0 0 0 0 0 0 0 0 0
"Mir216b" 0 0 0 0 0 0 0 0 0 0
"Mir217" 0 0 0 0 0 0 0 0 0 0
"Mir218-1" 0 0 0 0 0 0 0 0 0 0
"Mir218-2" 0 0 0 0 0 0 0 0 0 0
"Mir219-1" 0 0 0 0 0 0 0 0 0 0
"Mir219-2" 0 0 0 0 1 0 0 0 0 0
"Mir22" 0 0 0 0 0 0 0 0 0 0
"Mir221" 0 0 0 0 0 1 0 0 0 0
"Mir222" 0 0 0 0 0 0 0 0 0 0
"Mir223" 0 0 0 0 0 0 0 0 0 0
"Mir224" 0 0 0 0 0 0 0 0 0 0
"Mir23a" 0 0 0 0 0 0 0 0 0 0
"Mir23b" 0 0 0 0 0 0 0 0 0 0
"Mir24-1" 0 0 0 0 0 0 0 0 0 0
"Mir24-2" 0 0 0 0 0 0 0 0 0 0
"Mir25" 0 0 0 0 0 0 0 0 0 0
"Mir26a-1" 0 0 0 0 0 0 0 0 0 0
"Mir26a-2" 0 0 0 0 0 0 0 0 0 0
"Mir26b" 0 0 0 0 0 0 0 0 0 0
"Mir27a" 0 0 0 0 0 0 0 0 0 0
"Mir27b" 0 0 0 0 0 0 0 0 0 0
"Mir2861" 0 0 0 0 0 0 0 0 0 0
"Mir28b" 0 0 0 0 0 0 0 0 0 0
"Mir290" 0 0 0 4 0 0 0 0 0 0
"Mir291a" 0 0 0 0 0 0 0 0 0 0
"Mir291b" 0 0 0 0 0 0 0 0 0 0
"Mir292" 0 0 0 0 0 0 0 0 0 0
"Mir293" 0 0 0 0 0 0 0 0 0 0
"Mir294" 0 0 0 0 0 0 0 0 0 0
"Mir295" 0 0 0 0 0 0 0 0 0 0
"Mir296" 0 0 0 0 0 0 0 0 0 0
"Mir297-1" 0 0 0 0 0 0 0 0 0 0
"Mir297a-3" 0 0 0 0 0 0 0 0 0 0
"Mir297b" 0 0 0 0 0 0 0 0 0 0
"Mir297c" 0 0 0 0 0 0 0 0 0 0
"Mir298" 0 0 0 0 0 0 0 0 0 0
"Mir299" 0 0 0 0 0 0 0 0 0 0
"Mir29a" 0 0 0 0 0 0 0 0 0 0
"Mir29b-1" 0 0 0 0 0 0 0 0 0 0
"Mir29b-2" 0 0 0 0 0 0 0 0 0 0
"Mir29c" 0 0 0 0 0 0 0 0 0 0
"Mir300" 0 0 0 0 0 0 0 0 0 0
"Mir301" 0 0 0 0 0 0 0 0 0 0
"Mir301b" 0 0 0 0 0 0 0 0 0 0
"Mir302a" 0 0 0 0 0 0 0 0 0 0
"Mir302b" 0 0 0 0 0 0 0 0 0 0
"Mir302c" 0 0 0 0 1 0 0 0 0 0
"Mir302d" 0 0 0 0 0 0 0 0 0 0
"Mir3057" 0 0 0 0 0 0 2 0 0 0
"Mir3058" 0 0 0 0 0 0 0 0 0 0
"Mir3059" 0 0 0 0 0 0 0 0 0 0
"Mir3060" 0 0 0 0 0 0 0 0 0 0
"Mir3061" 0 0 0 0 0 0 0 0 0 0
"Mir3062" 0 0 0 0 0 0 0 0 0 0
"Mir3064" 0 0 1 8 0 0 18 15 42 0
"Mir3065" 0 0 0 0 0 0 0 0 0 0
"Mir3066" 0 0 0 0 0 0 0 0 0 0
"Mir3067" 0 0 0 0 0 0 0 0 0 0
"Mir3068" 0 0 0 7 0 0 0 0 33 1
"Mir3070a" 0 0 0 0 0 0 0 0 0 0
"Mir3070b" 0 0 0 0 0 0 0 0 0 0
"Mir3071" 0 0 0 0 0 0 0 0 0 0
"Mir3072" 0 0 0 0 0 0 0 0 0 0
"Mir3073" 0 0 0 0 0 0 0 0 0 0
"Mir3074-1" 0 0 0 0 0 0 0 0 0 0
"Mir3074-2" 0 0 0 0 0 0 0 0 0 0
"Mir3075" 0 0 0 0 0 0 0 0 0 0
"Mir3077" 0 0 0 1 1 4 0 0 1 0
"Mir3078" 0 0 0 0 0 0 0 0 0 0
"Mir3081" 0 0 0 0 0 0 0 0 0 0
"Mir3083" 0 0 0 0 0 0 0 0 0 0
"Mir3085" 0 0 0 0 0 0 0 0 0 0
"Mir3086" 0 0 0 0 0 0 0 0 0 0
"Mir3087" 0 0 0 0 0 0 0 0 0 0
"Mir3088" 0 0 0 0 0 0 0 0 0 0
"Mir3089" 0 0 0 0 0 0 0 0 0 0
"Mir3091" 4 0 0 0 0 0 24 0 1 8
"Mir3092" 0 0 0 0 0 0 0 8 0 0
"Mir3093" 0 0 0 0 0 0 0 0 0 0
"Mir3094" 0 0 0 0 0 0 0 0 0 0
"Mir3095" 0 0 0 0 0 0 0 0 0 0
"Mir3096" 0 0 0 0 0 0 0 0 0 0
"Mir3096b" 0 0 0 0 0 0 0 0 0 0
"Mir3097" 0 0 0 0 0 0 0 0 0 0
"Mir3099" 0 0 0 0 0 0 0 0 0 0
"Mir30a" 0 0 0 0 0 0 0 0 0 0
"Mir30b" 0 0 0 0 0 0 0 0 0 0
"Mir30c-1" 0 0 0 0 0 0 0 0 0 0
"Mir30c-2" 0 0 0 0 0 0 0 0 0 0
"Mir30d" 0 0 0 0 0 0 0 0 0 0
"Mir30e" 0 0 0 0 0 0 0 0 0 0
"Mir31" 0 0 0 0 0 0 0 0 0 0
"Mir3100" 0 0 0 0 0 0 0 0 0 0
"Mir3101" 0 0 0 0 0 0 0 0 0 0
"Mir3102" 0 0 0 0 0 0 0 0 0 0
"Mir3103" 0 0 0 0 0 0 0 0 0 0
"Mir3106" 0 0 0 0 0 0 0 0 0 0
"Mir3107" 0 0 0 0 0 0 0 0 0 0
"Mir3108" 0 0 0 0 0 0 0 0 0 0
"Mir3109" 0 0 0 0 0 0 0 0 0 0
"Mir3110" 0 0 0 0 0 0 0 0 0 0
"Mir3112" 0 0 0 0 0 0 0 0 43 0
"Mir32" 0 0 0 0 0 1 0 0 0 0
"Mir320" 0 0 0 0 0 0 0 0 0 0
"Mir322" 0 0 0 0 0 0 0 0 0 0
"Mir323" 0 0 0 0 0 3 0 0 0 0
"Mir324" 0 0 0 0 0 0 0 0 1 0
"Mir326" 0 0 0 0 0 0 0 0 0 0
"Mir328" 0 0 0 0 0 0 0 0 0 0
"Mir329" 0 0 0 0 0 0 0 0 0 0
"Mir33" 0 0 0 0 0 0 0 0 0 0
"Mir330" 0 0 0 0 0 0 0 0 0 0
"Mir331" 0 0 0 0 0 0 0 0 0 0
"Mir335" 0 0 0 0 0 0 0 0 0 0
"Mir337" 1 0 0 0 1 0 0 0 0 0
"Mir338" 0 0 0 0 0 0 0 0 0 0
"Mir339" 0 0 0 0 0 0 0 0 0 0
"Mir340" 0 0 0 0 0 1 0 0 0 0
"Mir341" 0 0 0 0 0 0 0 0 0 0
"Mir343" 0 0 0 0 0 0 0 0 0 0
"Mir344" 0 0 0 0 0 0 0 0 0 0
"Mir344-2" 0 0 0 0 0 0 0 0 0 0
"Mir344b" 0 0 0 0 0 0 0 0 0 0
"Mir344c" 0 0 0 0 0 0 0 0 0 0
"Mir344d-1" 0 0 0 0 0 0 0 0 0 0
"Mir344d-2" 0 0 0 0 0 0 0 0 0 0
"Mir344d-3" 0 0 0 0 0 0 0 0 0 0
"Mir344e" 0 0 0 0 0 0 0 0 0 0
"Mir344f" 0 0 0 0 0 0 0 0 0 0
"Mir344g" 0 0 0 0 0 0 0 0 0 0
"Mir345" 0 0 0 0 0 0 0 0 0 0
"Mir346" 0 0 0 0 0 0 0 0 0 0
"Mir3471-1" 1 0 0 2 0 0 0 1 0 0
"Mir3473" 0 1 0 0 1 38 0 1 1 4
"Mir3473c" 0 0 0 0 0 0 0 0 0 0
"Mir3473d" 0 0 0 0 0 0 0 0 0 0
"Mir3474" 0 0 0 0 0 0 0 0 0 0
"Mir3475" 0 0 0 0 0 0 0 0 0 0
"Mir34a" 0 0 0 0 0 0 0 0 0 0
"Mir34b" 0 0 0 0 0 0 0 0 0 0
"Mir34c" 0 0 0 0 0 1 0 0 0 0
"Mir350" 0 0 0 0 0 0 0 0 0 0
"Mir351" 0 0 0 0 0 0 0 0 0 0
"Mir3572" 0 0 1 0 0 0 0 0 0 0
"Mir362" 0 0 0 0 0 0 0 0 0 0
"Mir363" 0 0 0 0 0 0 0 0 0 0
"Mir365-1" 0 0 0 0 0 0 0 0 0 0
"Mir365-2" 0 0 0 0 0 0 0 0 0 0
"Mir367" 0 0 0 0 0 0 0 0 0 0
"Mir369" 0 0 0 0 0 0 0 0 0 0
"Mir370" 0 0 0 0 0 0 0 0 0 0
"Mir374" 0 0 0 0 0 0 0 0 0 0
"Mir374c" 0 0 0 0 0 0 0 0 0 0
"Mir375" 0 0 0 0 0 0 0 0 0 0
"Mir376a" 0 0 0 0 0 0 0 0 0 0
"Mir376b" 0 0 0 0 0 0 0 0 0 0
"Mir376c" 0 0 0 0 0 0 0 0 0 0
"Mir377" 0 0 0 0 0 0 0 0 0 0
"Mir378b" 0 0 0 0 0 0 0 0 0 0
"Mir379" 0 0 0 0 0 0 0 0 0 0
"Mir380" 0 0 0 0 0 0 1 0 0 0
"Mir381" 0 0 0 0 0 1 0 0 0 0
"Mir382" 0 0 0 0 0 1 0 0 0 0
"Mir383" 0 0 0 0 0 0 0 0 0 0
"Mir384" 0 0 0 0 0 0 0 0 0 0
"Mir3960" 0 0 0 0 0 0 0 0 0 0
"Mir3966" 0 0 0 0 0 0 0 0 0 0
"Mir3967" 0 0 0 0 0 0 0 0 0 0
"Mir3968" 0 0 0 0 0 0 0 0 0 0
"Mir3969" 0 0 0 0 0 0 0 0 0 0
"Mir3971" 0 0 0 0 0 0 0 0 0 0
"Mir409" 0 0 0 0 0 0 0 0 0 0
"Mir410" 0 0 0 0 0 0 0 0 0 0
"Mir411" 0 0 0 0 0 0 0 0 0 0
"Mir412" 0 0 0 0 0 0 0 0 0 0
"Mir421" 0 0 0 0 0 0 0 0 0 0
"Mir423" 0 0 0 0 0 2 0 18 0 0
"Mir425" 0 0 0 0 0 2 0 11 0 0
"Mir429" 0 0 0 0 0 0 0 0 0 0
"Mir431" 0 0 0 0 0 0 0 0 0 0
"Mir432" 0 0 0 0 0 0 0 0 0 0
"Mir433" 0 0 0 0 0 0 0 0 0 0
"Mir434" 0 0 0 0 0 0 0 0 0 0
"Mir448" 0 0 0 0 0 0 0 0 0 0
"Mir449a" 0 0 0 0 0 0 0 0 0 0
"Mir449b" 0 0 0 0 0 0 0 0 0 0
"Mir449c" 0 0 0 0 0 0 0 0 0 0
"Mir450-1" 0 0 0 0 0 0 0 0 0 0
"Mir450-2" 0 0 0 0 0 0 0 0 0 0
"Mir450b" 0 0 0 0 0 0 0 0 0 0
"Mir451" 0 0 0 0 0 73 0 4 0 0
"Mir452" 0 0 0 0 0 0 0 0 0 0
"Mir453" 0 0 0 0 0 0 0 0 0 0
"Mir455" 0 0 0 0 0 1 0 0 0 0
"Mir463" 0 0 0 0 0 2 0 0 0 0
"Mir465" 0 0 0 0 0 0 0 0 0 0
"Mir465b-1|Mir465b-2" 0 0 0 0 0 0 0 1 0 0
"Mir465c-1|Mir465c-2" 0 0 0 0 0 0 0 0 0 0
"Mir466" 0 0 0 0 0 0 0 0 0 0
"Mir4660" 0 0 0 0 0 0 0 0 0 0
"Mir466g" 0 0 0 0 0 0 0 0 0 0
"Mir466i" 0 0 0 0 0 1 1 0 0 0
"Mir467a-1|Mir467a-10|Mir467a-3|Mir467a-6" 0 0 0 0 0 0 0 0 0 0
"Mir467a-1|Mir467a-2|Mir467a-4|Mir467a-5|Mir467a-7|Mir467a-8|Mir467a-9" 0 0 0 0 0 0 0 0 0 0
"Mir467a-10|Mir467a-3|Mir467a-6" 0 0 0 0 0 0 0 0 0 0
"Mir467b" 0 0 0 0 0 0 0 0 0 0
"Mir467d" 0 0 0 0 0 0 0 0 0 0
"Mir467f" 0 0 0 0 0 0 0 0 0 1
"Mir468" 0 0 0 0 0 0 0 0 0 0
"Mir470" 0 0 0 0 0 0 0 0 0 0
"Mir471" 0 0 0 0 0 0 0 0 0 0
"Mir483" 0 0 0 0 0 0 0 0 0 0
"Mir484" 0 0 0 1 0 0 0 0 1 0
"Mir485" 0 0 0 0 0 0 0 0 0 0
"Mir486" 0 0 0 0 0 0 0 0 0 0
"Mir487b" 0 0 0 0 0 0 0 0 0 0
"Mir488" 0 0 0 0 0 0 0 0 0 0
"Mir489" 0 0 0 0 0 0 0 0 0 0
"Mir490" 0 0 0 0 0 0 0 0 0 0
"Mir491" 0 1 10 0 0 0 0 0 0 0
"Mir493" 0 0 0 0 0 0 0 0 0 0
"Mir494" 0 0 0 0 0 0 0 0 0 0
"Mir495" 0 0 0 0 0 0 0 0 0 0
"Mir496" 0 0 0 0 0 0 0 0 0 0
"Mir497" 0 0 0 0 0 0 0 0 0 0
"Mir499" 0 0 0 0 0 0 0 0 0 0
"Mir500" 0 0 0 0 0 0 0 0 0 0
"Mir501" 0 0 0 0 0 0 0 0 0 0
"Mir503" 0 0 0 0 0 0 0 0 0 0
"Mir504" 0 0 0 0 0 0 0 0 0 0
"Mir5046" 0 0 0 0 0 0 0 0 0 0
"Mir505" 0 0 0 0 0 0 0 0 0 0
"Mir509" 0 0 0 0 0 0 0 0 0 0
"Mir5098" 0 0 0 0 0 0 0 0 0 0
"Mir5100" 0 0 0 0 0 0 0 0 0 0
"Mir5103" 0 0 0 0 0 0 0 0 0 0
"Mir5104" 0 0 0 0 0 0 0 0 0 0
"Mir5106" 0 0 0 8 0 0 0 0 0 0
"Mir5107" 0 0 0 0 0 0 0 0 0 0
"Mir5108" 0 0 0 0 0 0 0 0 0 0
"Mir5109" 0 0 0 0 0 0 0 0 0 0
"Mir511" 0 0 0 0 0 0 0 0 0 0
"Mir5112" 0 0 0 0 0 0 0 0 0 0
"Mir5114" 0 0 0 0 0 0 0 0 0 0
"Mir5116" 0 0 0 0 0 0 0 0 0 0
"Mir5117" 0 0 0 0 0 0 0 0 0 0
"Mir5119" 0 0 0 0 0 0 0 0 0 0
"Mir5121" 7 2 6 0 1 7 33 4 36 0
"Mir5122" 0 0 0 0 0 0 0 0 0 0
"Mir5123" 0 0 0 0 0 0 0 0 0 0
"Mir5126" 0 0 0 0 0 0 0 0 0 0
"Mir5127" 0 0 0 0 0 0 0 0 0 0
"Mir5128" 16 0 0 0 0 0 0 0 0 0
"Mir5129" 0 0 0 0 0 0 0 0 0 0
"Mir5130" 0 0 0 0 0 0 0 0 0 0
"Mir5132" 0 0 0 0 0 0 0 0 0 0
"Mir5133" 0 0 0 0 0 0 0 0 0 0
"Mir5134" 0 0 0 0 0 0 0 0 0 0
"Mir5135" 0 0 0 0 0 0 0 0 0 0
"Mir5136" 0 3 0 0 0 0 0 0 0 0
"Mir532" 0 0 0 0 0 0 0 0 0 0
"Mir539" 0 0 1 0 0 0 0 0 0 0
"Mir540" 0 0 0 0 0 0 0 0 0 0
"Mir541" 0 0 0 0 0 0 0 0 0 0
"Mir542" 0 0 0 0 0 0 0 0 0 0
"Mir543" 0 0 0 0 0 0 0 0 0 0
"Mir546" 0 0 0 0 0 0 0 0 0 0
"Mir547" 0 0 0 0 0 0 0 0 0 0
"Mir551b" 0 0 0 0 0 0 0 0 0 0
"Mir568" 0 0 0 0 0 0 0 0 0 0
"Mir574" 0 0 0 0 0 0 0 0 0 0
"Mir582" 0 1 0 0 0 0 0 0 0 0
"Mir592" 0 0 0 0 0 1 0 0 0 0
"Mir598" 0 0 0 0 0 0 0 0 0 0
"Mir599" 0 0 0 0 0 0 0 0 0 0
"Mir615" 0 0 0 0 0 0 0 0 0 0
"Mir653" 0 0 0 0 0 0 0 0 0 0
"Mir654" 0 0 0 0 0 0 0 0 0 0
"Mir664" 0 0 0 0 0 0 0 0 0 0
"Mir665" 0 0 0 0 0 0 0 0 0 0
"Mir666" 0 0 0 0 0 0 0 0 0 0
"Mir667" 0 0 0 0 0 0 0 0 0 0
"Mir668" 0 0 0 0 0 0 0 0 0 0
"Mir669a-1" 0 0 0 0 0 0 0 0 0 0
"Mir669a-10" 0 0 0 0 0 0 0 0 0 0
"Mir669a-11" 0 0 0 0 0 0 0 0 0 0
"Mir669a-12" 0 0 0 0 0 0 0 0 0 0
"Mir669a-2" 0 0 0 0 0 0 0 0.1 0 0
"Mir669a-3" 0 0 0 0 0 0 0 0 0 0
"Mir669a-4" 0 0 0 0 0 0 0 0 0 0
"Mir669a-5" 0 0 0 0 0 0 0 0 0 0
"Mir669a-6" 0 0 0 0 0 0 0 0 0 0
"Mir669a-7" 0 0 0 0 0 0 0 0 0 0
"Mir669a-8" 0 0 0 0 0 0 0 0 0 0
"Mir669a-9" 0 0 0 0 0 0 0 0 0 0
"Mir669b" 0 0 0 0 0 0 0 0 0 0
"Mir669c" 0 0 0 0 0 0 0 0 0 0
"Mir669e" 0 0 0 0 0 0 0 0 0 0
"Mir669g" 0 0 0 0 0 0 0 0 0 0
"Mir669h" 0 0 0 0 0 0 0 0 0 0
"Mir669i" 0 0 0 0 0 0 0 0 0 0
"Mir669j" 0 0 0 0 0 0 0 0 0 0
"Mir669k" 0 0 0 0 0 0 0 0 0 0
"Mir669m-1" 0 0 0 0 0 0 0 0 0 0
"Mir669m-2" 0 0 0 0 0 0 0 0 0 0
"Mir669p-1|Mir669p-2" 0 0 0 0 0 0 0 0 0 0
"Mir670" 0 0 0 0 0 0 0 0 0 0
"Mir671" 0 0 0 0 0 0 0 0 0 0
"Mir672" 0 0 0 0 0 0 0 0 0 0
"Mir673" 0 0 0 0 0 0 0 0 0 0
"Mir674" 0 0 0 0 0 0 0 0 0 0
"Mir675" 0 0 0 0 0 0 0 0 0 0
"Mir676" 0 0 0 0 0 0 0 0 0 0
"Mir677" 0 0 0 0 0 0 0 0 0 0
"Mir678" 0 0 0 0 0 0 0 0 0 0
"Mir679" 0 0 0 0 0 0 0 0 0 0
"Mir680-1" 0 0 0 0 0 0 0 0 0 0
"Mir680-2" 0 0 0 0 0 3 0 0 0 0
"Mir680-3" 0 0 0 0 0 0 0 0 0 0
"Mir681" 0 0 0 0 0 0 0 0 0 0
"Mir682" 82 16 19 0 76 177 121 6 97 3
"Mir683-1|Mir683-2" 0 0 0 0 0 0 0 0 0 0
"Mir684-1" 2 0.777777777777778 0.333333333333333 0 3.66666666666667 4.88888888888889 0.777777777777778 0.111111111111111 0.777777777777778 0.111111111111111
"Mir684-2" 0 0 0 0 5 0 1 0 0 0
"Mir686" 0 0 0 0 0 0 0 0 0 0
"Mir687" 0 0 0 0 0 0 0 0 0 0
"Mir688" 0 0 0 0 0 0 0 0 0 0
"Mir690" 0 0 0 0 0 0 0 0 0 0
"Mir691" 0 0 0 0 0 0 0 0 0 0
"Mir692-1" 7 2 5 1 9 32 14 0 15 2
"Mir693" 0 0 0 0 0 0 0 0 0 0
"Mir694" 0 0 0 0 0 1 0 0 0 0
"Mir695" 0 0 0 0 0 0 1 0 0 0
"Mir697" 0 0 0 0 0 0 0 0 0 0
"Mir698" 0 0 0 0 0 0 0 0 0 0
"Mir7-1" 0 0 0 0 0 0 0 0 0 0
"Mir7-2" 0 0 0 0 0 0 0 0 0 0
"Mir700" 0 0 0 0 0 0 0 0 0 0
"Mir701" 0 0 0 0 0 0 0 0 0 0
"Mir702" 0 0 0 0 1 0 0 0 0 0
"Mir703" 601 380 243 253 1071 1746 1320 198 1355 256
"Mir704" 0 0 0 0 0 0 0 0 0 0
"Mir705" 0 0 0 0 0 0 0 0 0 0
"Mir706" 0 0 0 0 1 0 0 0 0 0
"Mir707" 13 0 0 0 0 1 0 0 0 9
"Mir708" 0 0 0 0 0 0 0 0 0 0
"Mir709" 0 0 0 0 0 0 0 0 0 0
"Mir710" 0 0 0 0 0 0 0 0 0 0
"Mir711" 0 0 0 0 0 0 0 0 0 0
"Mir713" 0 0 0 0 0 0 0 0 1 0
"Mir717" 0 0 0 0 0 0 0 0 0 0
"Mir718" 0 0 0 0 0 0 0 0 0 0
"Mir719" 0 0 0 0 0 0 0 0 0 0
"Mir720" 0 0 0 0 0 0 0 0 0 0
"Mir721" 0 0 0 0 0 0 0 0 0 0
"Mir741" 0 0 0 0 0 0 0 0 0 0
"Mir742" 0 0 0 0 0 1 0 0 0 0
"Mir743" 0 0 1 0 0 0 0 0 0 0
"Mir743b" 0 0 0 0 0 0 0 0 0 0
"Mir744" 0 0 0 0 0 0 0 0 0 0
"Mir758" 0 0 0 0 0 0 0 0 0 0
"Mir759" 0 0 0 0 0 0 0 0 0 0
